t,rsp1,ppg1,rsp2,ppg2
305.04,0.45846,0.58651,0.60508,0.61975
305.05,0.46921,0.58651,0.60215,0.59531
305.06,0.47801,0.58456,0.6002,0.565
305.06,0.48778,0.58065,0.59726,0.54448
305.07,0.49658,0.57576,0.59433,0.52786
305.08,0.50635,0.56794,0.5914,0.51515
305.09,0.51515,0.55718,0.58847,0.5044
305.1,0.52395,0.54448,0.58456,0.4956
305.1,0.53177,0.53079,0.58065,0.48778
305.11,0.54057,0.51613,0.57576,0.48094
305.12,0.54741,0.50342,0.57185,0.47605
305.13,0.55523,0.49071,0.56696,0.47116
305.14,0.56305,0.47996,0.56207,0.4653
305.14,0.57087,0.47116,0.55621,0.46041
305.15,0.58065,0.46432,0.54936,0.45455
305.16,0.58944,0.45943,0.54154,0.44868
305.17,0.59922,0.4565,0.53372,0.44282
305.18,0.60997,0.45455,0.5259,0.43597
305.18,0.62072,0.45161,0.51808,0.43011
305.19,0.63148,0.44966,0.50929,0.42424
305.2,0.64125,0.44575,0.50147,0.4174
305.21,0.652,0.44184,0.49462,0.41153
305.22,0.6608,0.43695,0.48778,0.40567
305.22,0.67058,0.43206,0.47996,0.3998
305.23,0.68231,0.4262,0.47312,0.39296
305.24,0.69404,0.42131,0.46628,0.3871
305.25,0.70674,0.4174,0.45943,0.38123
305.26,0.71945,0.41349,0.45259,0.37439
305.26,0.73118,0.41056,0.44477,0.36852
305.27,0.74389,0.40762,0.43891,0.36266
305.28,0.75562,0.40567,0.43304,0.35777
305.29,0.76735,0.40371,0.42717,0.35484
305.3,0.78006,0.40078,0.42131,0.35093
305.3,0.79277,0.39883,0.41544,0.34702
305.31,0.80743,0.39687,0.40958,0.34311
305.32,0.82111,0.39589,0.40371,0.3392
305.33,0.83578,0.39687,0.39687,0.33431
305.34,0.84946,0.39883,0.39198,0.3304
305.34,0.86315,0.3998,0.38612,0.32551
305.35,0.87683,0.40078,0.38123,0.32258
305.36,0.88954,0.40176,0.37634,0.31965
305.37,0.90127,0.40176,0.37243,0.31769
305.38,0.91202,0.40176,0.36755,0.31672
305.38,0.92375,0.3998,0.36364,0.31672
305.39,0.93451,0.39785,0.35973,0.31574
305.4,0.94624,0.39492,0.35484,0.31476
305.41,0.95797,0.39198,0.35093,0.31378
305.42,0.9697,0.38905,0.34604,0.31281
305.42,0.97947,0.3871,0.34213,0.31183
305.43,0.99022,0.3871,0.33724,0.31085
305.44,0.99511,0.3871,0.33236,0.3089
305.45,1,0.38807,0.32747,0.30694
305.46,1,0.38807,0.32258,0.30401
305.46,1,0.38905,0.31769,0.30108
305.47,1,0.39003,0.31281,0.29814
305.48,1,0.39003,0.30792,0.29423
305.49,1,0.39101,0.30303,0.2913
305.5,1,0.39198,0.29912,0.28837
305.5,1,0.39198,0.29521,0.28543
305.51,1,0.39296,0.2913,0.28348
305.52,1,0.39589,0.28739,0.2825
305.53,1,0.39883,0.28446,0.28152
305.54,1,0.40078,0.28152,0.28152
305.54,1,0.40176,0.27859,0.28152
305.55,1,0.40371,0.27664,0.28055
305.56,1,0.40665,0.2737,0.28055
305.57,1,0.4086,0.27175,0.27957
305.58,1,0.4086,0.26882,0.28055
305.58,1,0.4086,0.26686,0.28152
305.59,1,0.40665,0.26393,0.28152
305.6,1,0.40469,0.26197,0.28348
305.61,1,0.40274,0.25904,0.28935
305.62,1,0.3998,0.25709,0.29814
305.62,1,0.39785,0.25513,0.31378
305.63,1,0.39785,0.25318,0.33529
305.64,1,0.3998,0.2522,0.36364
305.65,1,0.40665,0.25024,0.39687
305.66,1,0.41642,0.24927,0.43402
305.66,1,0.43011,0.24731,0.47214
305.67,1,0.44673,0.24633,0.51124
305.68,1,0.4653,0.24438,0.54448
305.69,1,0.4868,0.24242,0.57283
305.7,1,0.51026,0.24047,0.6002
305.7,1,0.53275,0.23949,0.62561
305.71,1,0.55327,0.23754,0.64614
305.72,1,0.56989,0.23558,0.66276
305.73,1,0.5826,0.23363,0.67253
305.74,1,0.59238,0.23167,0.67742
305.74,1,0.59824,0.22972,0.67742
305.75,1,0.60117,0.22776,0.67351
305.76,1,0.60215,0.22678,0.66667
305.77,1,0.60117,0.22483,0.65787
305.78,1,0.59824,0.22287,0.64907
305.78,1,0.59433,0.22092,0.63832
305.79,1,0.58944,0.21896,0.62757
305.8,1,0.58456,0.21799,0.61584
305.81,1,0.57771,0.21603,0.60313
305.82,1,0.57087,0.21408,0.59042
305.82,1,0.56305,0.21212,0.57674
305.83,1,0.5523,0.21114,0.56403
305.84,1,0.54057,0.20919,0.55034
305.85,1,0.52786,0.20821,0.53861
305.86,1,0.51515,0.20723,0.52786
305.86,1,0.5044,0.20626,0.51711
305.87,1,0.49756,0.20528,0.50831
305.88,1,0.49169,0.2043,0.49951
305.89,1,0.48778,0.20235,0.49267
305.9,1,0.48583,0.20039,0.48583
305.9,1,0.48485,0.19844,0.47801
305.91,1,0.48387,0.19648,0.47019
305.92,1,0.48387,0.1955,0.46432
305.93,1,0.48192,0.19355,0.45748
305.94,1,0.47898,0.19159,0.45161
305.94,1,0.4741,0.18964,0.44673
305.95,1,0.46921,0.18768,0.44086
305.96,1,0.46628,0.18475,0.435
305.97,1,0.46334,0.1828,0.42913
305.98,1,0.46139,0.17986,0.42424
305.98,0.99511,0.45943,0.17693,0.41838
305.99,0.98925,0.45748,0.17498,0.41153
306,0.97849,0.45357,0.17204,0.40469
306.01,0.96676,0.44966,0.17009,0.39589
306.02,0.95406,0.44477,0.16813,0.38807
306.02,0.94233,0.43891,0.16716,0.38123
306.03,0.92669,0.43402,0.16618,0.37439
306.04,0.91202,0.42815,0.1652,0.36755
306.05,0.89443,0.42326,0.16422,0.36168
306.06,0.87683,0.41838,0.16325,0.35582
306.06,0.86022,0.41447,0.16227,0.35093
306.07,0.8436,0.41251,0.16227,0.34604
306.08,0.82698,0.41153,0.16227,0.34213
306.09,0.81134,0.41056,0.16325,0.3392
306.1,0.79374,0.40958,0.16422,0.33529
306.1,0.77713,0.40762,0.1652,0.3304
306.11,0.75855,0.40567,0.16618,0.32649
306.12,0.74096,0.40469,0.16716,0.32356
306.13,0.72239,0.40274,0.16911,0.32063
306.14,0.70381,0.40176,0.17009,0.31769
306.14,0.68524,0.40176,0.17204,0.31574
306.15,0.66667,0.40176,0.174,0.31281
306.16,0.65005,0.40078,0.17595,0.31085
306.17,0.63343,0.40078,0.17791,0.30792
306.18,0.61877,0.3998,0.17986,0.30596
306.18,0.60411,0.3998,0.18084,0.30401
306.19,0.58749,0.39883,0.1828,0.30108
306.2,0.57087,0.39687,0.18475,0.29814
306.21,0.55327,0.39589,0.18573,0.29521
306.22,0.53568,0.39492,0.18671,0.29228
306.22,0.51906,0.39492,0.18866,0.28935
306.23,0.50244,0.39394,0.18866,0.28641
306.24,0.48583,0.39394,0.18964,0.28446
306.25,0.47019,0.39296,0.18964,0.28348
306.26,0.45259,0.39198,0.19062,0.2825
306.26,0.435,0.39003,0.19062,0.2825
306.27,0.4174,0.38905,0.19062,0.2825
306.28,0.39883,0.38807,0.19159,0.2825
306.29,0.38123,0.38807,0.19159,0.28152
306.3,0.36364,0.38905,0.19257,0.27957
306.3,0.34604,0.39003,0.19257,0.27859
306.31,0.32942,0.39394,0.19355,0.27664
306.32,0.31574,0.40176,0.19453,0.2737
306.33,0.30108,0.41153,0.1955,0.27175
306.34,0.28935,0.42522,0.1955,0.27077
306.34,0.27859,0.44379,0.19648,0.26882
306.35,0.26882,0.46432,0.19746,0.26784
306.36,0.26002,0.48485,0.19844,0.26588
306.37,0.2522,0.50244,0.19844,0.26491
306.38,0.24438,0.51808,0.19941,0.26491
306.38,0.23949,0.5347,0.20039,0.26686
306.39,0.2346,0.54839,0.20137,0.27175
306.4,0.23167,0.56012,0.20235,0.2825
306.41,0.22874,0.56891,0.2043,0.29912
306.42,0.22678,0.57478,0.20626,0.32258
306.42,0.22581,0.57869,0.20723,0.35288
306.43,0.22581,0.57967,0.20821,0.38905
306.44,0.22678,0.58065,0.21017,0.42815
306.45,0.22678,0.57869,0.21114,0.46921
306.46,0.22776,0.57674,0.21212,0.51026
306.46,0.22972,0.57283,0.2131,0.54936
306.47,0.23069,0.56794,0.21408,0.58358
306.48,0.23167,0.56207,0.21505,0.60997
306.49,0.23265,0.55327,0.21603,0.62854
306.5,0.23363,0.54252,0.21603,0.64516
306.5,0.2346,0.53177,0.21701,0.65787
306.51,0.23558,0.52102,0.21799,0.66569
306.52,0.23558,0.51124,0.21896,0.6696
306.53,0.23656,0.50244,0.21896,0.6696
306.54,0.23754,0.4956,0.21994,0.66569
306.54,0.23851,0.48974,0.22092,0.6608
306.55,0.23949,0.48387,0.22092,0.65298
306.56,0.24047,0.47898,0.2219,0.64418
306.57,0.24242,0.47507,0.2219,0.63343
306.58,0.2434,0.47214,0.22287,0.62268
306.58,0.24536,0.46921,0.22287,0.61193
306.59,0.24731,0.46823,0.22287,0.59922
306.6,0.24927,0.46725,0.2219,0.58749
306.61,0.2522,0.4653,0.22092,0.57478
306.62,0.25513,0.46334,0.21994,0.56207
306.62,0.25904,0.46139,0.21896,0.54936
306.63,0.26295,0.45943,0.21701,0.53568
306.64,0.26686,0.4565,0.21505,0.52395
306.65,0.27077,0.45161,0.2131,0.51124
306.66,0.2737,0.44673,0.21114,0.50049
306.66,0.27761,0.44282,0.20919,0.49071
306.67,0.28055,0.43891,0.20723,0.48289
306.68,0.28446,0.43597,0.20528,0.47605
306.69,0.28837,0.435,0.20235,0.46921
306.7,0.29228,0.435,0.20039,0.46334
306.7,0.29521,0.43402,0.19746,0.45748
306.71,0.29814,0.43304,0.1955,0.45161
306.72,0.3001,0.42913,0.19355,0.44575
306.73,0.30303,0.42522,0.19159,0.44086
306.74,0.30401,0.42033,0.18964,0.435
306.74,0.30596,0.41544,0.18866,0.42913
306.75,0.30694,0.41349,0.18768,0.42229
306.76,0.30792,0.41251,0.18768,0.41544
306.77,0.30792,0.41251,0.18866,0.40665
306.78,0.30792,0.41251,0.18964,0.3998
306.78,0.30596,0.41153,0.19159,0.39394
306.79,0.30499,0.41153,0.19355,0.38807
306.8,0.30303,0.41056,0.1955,0.38221
306.81,0.3001,0.41056,0.19844,0.37537
306.82,0.29717,0.40958,0.20137,0.36852
306.82,0.29423,0.40958,0.20332,0.36168
306.83,0.28935,0.40958,0.20626,0.35484
306.84,0.28543,0.40958,0.20919,0.34702
306.85,0.27957,0.40958,0.2131,0.34018
306.86,0.2737,0.40958,0.21701,0.33333
306.86,0.26784,0.40958,0.21994,0.32649
306.87,0.26197,0.41056,0.22385,0.3216
306.88,0.25611,0.41056,0.22776,0.31867
306.89,0.24927,0.41056,0.23167,0.31476
306.9,0.24145,0.41153,0.23656,0.31183
306.9,0.23363,0.41153,0.24047,0.3089
306.91,0.22483,0.41056,0.24438,0.30596
306.92,0.21505,0.40958,0.24927,0.30303
306.93,0.20528,0.41056,0.25415,0.3001
306.94,0.1955,0.41153,0.25904,0.29717
306.94,0.18573,0.41153,0.26393,0.29326
306.95,0.17498,0.41349,0.26882,0.29032
306.96,0.16618,0.41838,0.27468,0.28739
306.97,0.15738,0.42522,0.27957,0.28348
306.98,0.15054,0.435,0.28446,0.2825
306.98,0.1437,0.44966,0.28837,0.28055
306.99,0.13685,0.46823,0.29228,0.27957
307,0.13099,0.48974,0.29619,0.27761
307.01,0.1261,0.51222,0.3001,0.27761
307.02,0.12121,0.53275,0.30401,0.27664
307.02,0.1173,0.5523,0.30694,0.27566
307.03,0.11437,0.56989,0.30987,0.2737
307.04,0.11241,0.58358,0.31378,0.27273
307.05,0.11046,0.59335,0.31672,0.27077
307.06,0.10948,0.6002,0.31965,0.26882
307.06,0.1085,0.60411,0.32258,0.26588
307.07,0.1085,0.60508,0.32551,0.26393
307.08,0.1085,0.60606,0.32942,0.26197
307.09,0.1085,0.60606,0.33333,0.26002
307.1,0.10948,0.60606,0.33724,0.25611
307.1,0.10948,0.60606,0.34115,0.25122
307.11,0.11046,0.60313,0.34506,0.24731
307.12,0.11144,0.59922,0.34897,0.24438
307.13,0.11144,0.59335,0.35191,0.24145
307.14,0.11241,0.58553,0.35582,0.23949
307.14,0.11241,0.57674,0.35973,0.23754
307.15,0.11144,0.56598,0.36266,0.23656
307.16,0.11046,0.55425,0.36657,0.23656
307.17,0.10948,0.54252,0.37146,0.23851
307.18,0.10753,0.53177,0.37537,0.2434
307.18,0.10655,0.51906,0.38025,0.2522
307.19,0.10459,0.50733,0.38416,0.26686
307.2,0.10362,0.49756,0.38905,0.28739
307.21,0.10264,0.49071,0.39296,0.31574
307.22,0.10264,0.48485,0.39687,0.35093
307.22,0.10166,0.48094,0.40078,0.39296
307.23,0.10068,0.47996,0.40469,0.43793
307.24,0.10068,0.47898,0.4086,0.48583
307.25,0.10068,0.47801,0.41251,0.53275
307.26,0.10068,0.47703,0.4174,0.57576
307.26,0.10166,0.47507,0.42229,0.61486
307.27,0.10166,0.4741,0.42717,0.64418
307.28,0.10264,0.47214,0.43206,0.66569
307.29,0.10459,0.46921,0.43695,0.68426
307.3,0.10557,0.46725,0.44184,0.69795
307.3,0.10753,0.4653,0.44575,0.70674
307.31,0.10948,0.46139,0.44966,0.70968
307.32,0.11241,0.45846,0.45357,0.70968
307.33,0.11535,0.45455,0.45748,0.70479
307.34,0.11926,0.44966,0.46139,0.69795
307.34,0.12317,0.44477,0.4653,0.68817
307.35,0.12708,0.44086,0.46823,0.67644
307.36,0.13001,0.43597,0.47116,0.66373
307.37,0.13392,0.43206,0.4741,0.64907
307.38,0.13881,0.42913,0.47605,0.63441
307.38,0.14272,0.42522,0.47801,0.61975
307.39,0.14761,0.42131,0.48094,0.60411
307.4,0.15249,0.4174,0.48289,0.58749
307.41,0.1564,0.41447,0.48485,0.57185
307.42,0.16129,0.41251,0.4868,0.55718
307.42,0.1652,0.41153,0.48876,0.54252
307.43,0.16911,0.41153,0.49071,0.52981
307.44,0.17204,0.41056,0.49267,0.51711
307.45,0.17595,0.41056,0.49365,0.50635
307.46,0.17791,0.41153,0.49462,0.49658
307.46,0.18084,0.41153,0.4956,0.48778
307.47,0.18182,0.41251,0.49658,0.48094
307.48,0.18377,0.41251,0.49756,0.47507
307.49,0.18377,0.41153,0.49853,0.46921
307.5,0.18377,0.41153,0.49853,0.46334
307.5,0.1828,0.41153,0.49853,0.4565
307.51,0.18182,0.41153,0.49853,0.44966
307.52,0.18084,0.41153,0.49951,0.44184
307.53,0.17889,0.40958,0.49951,0.43402
307.54,0.17693,0.4086,0.49951,0.4262
307.54,0.174,0.40762,0.50049,0.41838
307.55,0.17107,0.40762,0.50147,0.41056
307.56,0.16813,0.40762,0.50342,0.40371
307.57,0.1652,0.40762,0.50538,0.39687
307.58,0.16325,0.4086,0.50733,0.39198
307.58,0.16129,0.40958,0.50929,0.38612
307.59,0.15934,0.4086,0.51222,0.38025
307.6,0.15836,0.4086,0.51515,0.37341
307.61,0.15738,0.41153,0.51808,0.36755
307.62,0.15738,0.41349,0.52004,0.36168
307.62,0.15836,0.41642,0.52297,0.35582
307.63,0.16129,0.42229,0.52493,0.34995
307.64,0.16422,0.43206,0.52786,0.34311
307.65,0.16813,0.44575,0.53079,0.33627
307.66,0.17302,0.46432,0.53372,0.32942
307.66,0.17791,0.48289,0.53666,0.32356
307.67,0.18377,0.49951,0.53959,0.31965
307.68,0.18964,0.51711,0.54154,0.31672
307.69,0.19648,0.53568,0.5435,0.31281
307.7,0.20528,0.5523,0.54545,0.30987
307.7,0.21408,0.56696,0.54741,0.30792
307.71,0.22581,0.57674,0.55034,0.30694
307.72,0.23656,0.58162,0.5523,0.30792
307.73,0.24927,0.58456,0.55523,0.31183
307.74,0.26197,0.58651,0.55816,0.31867
307.74,0.27566,0.58651,0.56207,0.32845
307.75,0.28837,0.58651,0.565,0.34115
307.76,0.3001,0.58456,0.56794,0.35875
307.77,0.31183,0.5826,0.57087,0.38025
307.78,0.3216,0.58065,0.57283,0.40078
307.78,0.33236,0.57674,0.57478,0.42033
307.79,0.34213,0.57185,0.57674,0.44282
307.8,0.35191,0.56403,0.57869,0.4653
307.81,0.36168,0.55327,0.58162,0.48485
307.82,0.37146,0.54154,0.58358,0.50244
307.82,0.37928,0.52884,0.58651,0.51613
307.83,0.38807,0.51613,0.58944,0.5259
307.84,0.39589,0.5044,0.5914,0.53079
307.85,0.40371,0.49462,0.59335,0.53275
307.86,0.41153,0.4868,0.59629,0.53079
307.86,0.41935,0.48094,0.59824,0.52493
307.87,0.42815,0.47605,0.6002,0.51906
307.88,0.43695,0.47214,0.60215,0.51026
307.89,0.44575,0.46921,0.60411,0.49951
307.9,0.45455,0.46628,0.60606,0.48583
307.9,0.46432,0.46334,0.60802,0.47019
307.91,0.4741,0.46139,0.60997,0.45259
307.92,0.48289,0.45846,0.61193,0.43597
307.93,0.49267,0.4565,0.6129,0.41935
307.94,0.50147,0.45455,0.61486,0.40469
307.94,0.51026,0.45161,0.61584,0.39296
307.95,0.52004,0.4477,0.61681,0.38221
307.96,0.52981,0.44379,0.61681,0.37341
307.97,0.54057,0.43891,0.61681,0.36755
307.98,0.55132,0.435,0.61681,0.36364
307.98,0.56207,0.43011,0.61779,0.36168
307.99,0.57283,0.4262,0.61681,0.35973
308,0.5826,0.42326,0.61584,0.35973
308.01,0.59335,0.42033,0.61486,0.35973
308.02,0.60411,0.41838,0.61388,0.35973
308.02,0.61486,0.41642,0.61193,0.35973
308.03,0.62659,0.41447,0.60997,0.35973
308.04,0.63832,0.41251,0.60802,0.35875
308.05,0.65103,0.41056,0.60606,0.35777
308.06,0.66373,0.40762,0.60508,0.35484
308.06,0.67742,0.40567,0.60313,0.35191
308.07,0.6911,0.40371,0.60117,0.34897
308.08,0.70283,0.40176,0.6002,0.34604
308.09,0.71457,0.3998,0.59922,0.34213
308.1,0.7263,0.39785,0.59726,0.33724
308.1,0.73705,0.39785,0.59629,0.33236
308.11,0.74878,0.39785,0.59531,0.32649
308.12,0.76051,0.39785,0.59433,0.3216
308.13,0.77322,0.39883,0.59433,0.31769
308.14,0.78592,0.3998,0.59433,0.31378
308.14,0.79668,0.39785,0.59433,0.30987
308.15,0.80743,0.39687,0.59433,0.30596
308.16,0.81623,0.39687,0.59335,0.30205
308.17,0.826,0.39589,0.59335,0.29814
308.18,0.83382,0.39589,0.59335,0.29521
308.18,0.84262,0.39687,0.59335,0.29326
308.19,0.85044,0.39785,0.59335,0.29032
308.2,0.85826,0.39883,0.59433,0.28641
308.21,0.86413,0.3998,0.59433,0.28348
308.22,0.86999,0.3998,0.59433,0.27957
308.22,0.87586,0.39883,0.59531,0.27664
308.23,0.88074,0.39687,0.59531,0.27468
308.24,0.88465,0.39394,0.59531,0.2737
308.25,0.88856,0.39198,0.59433,0.2737
308.26,0.89247,0.38905,0.59433,0.2737
308.26,0.89638,0.38807,0.59433,0.2737
308.27,0.90029,0.38807,0.59433,0.2737
308.28,0.9042,0.39101,0.59433,0.27468
308.29,0.90909,0.39492,0.59433,0.27566
308.3,0.913,0.40274,0.59531,0.27566
308.3,0.91691,0.41153,0.59531,0.27566
308.31,0.9218,0.42424,0.59531,0.27468
308.32,0.92571,0.44086,0.59629,0.2737
308.33,0.9306,0.46041,0.59629,0.27175
308.34,0.93646,0.48094,0.59629,0.26882
308.34,0.9433,0.50244,0.59629,0.26686
308.35,0.95112,0.52199,0.59726,0.26491
308.36,0.95894,0.53959,0.59726,0.26393
308.37,0.96676,0.5523,0.59824,0.26393
308.38,0.97458,0.56109,0.59824,0.26491
308.38,0.98338,0.56989,0.59922,0.26491
308.39,0.9912,0.57576,0.59922,0.26491
308.4,0.99609,0.57869,0.59922,0.26491
308.41,1,0.58065,0.59922,0.26295
308.42,1,0.58065,0.59922,0.261
308.42,1,0.57967,0.59922,0.25904
308.43,1,0.57576,0.59824,0.25709
308.44,1,0.56989,0.59824,0.25611
308.45,1,0.56305,0.59824,0.25513
308.46,1,0.55523,0.59726,0.25513
308.46,1,0.54643,0.59726,0.25513
308.47,1,0.53666,0.59531,0.25513
308.48,1,0.52493,0.59433,0.25611
308.49,1,0.5132,0.59335,0.25709
308.5,1,0.50342,0.5914,0.25709
308.5,1,0.49462,0.58944,0.25709
308.51,1,0.4868,0.58651,0.25709
308.52,1,0.48094,0.58358,0.25709
308.53,1,0.47507,0.57967,0.25709
308.54,1,0.47214,0.57478,0.25709
308.54,1,0.47019,0.56989,0.25709
308.55,1,0.46921,0.56403,0.25709
308.56,1,0.46921,0.55816,0.25611
308.57,1,0.46921,0.5523,0.25611
308.58,1,0.46823,0.54643,0.25709
308.58,1,0.46628,0.54154,0.25709
308.59,1,0.46334,0.53666,0.25709
308.6,1,0.45943,0.53079,0.25709
308.61,1,0.4565,0.52493,0.25709
308.62,1,0.45357,0.51711,0.25709
308.62,1,0.44966,0.51026,0.25709
308.63,1,0.44575,0.50342,0.25806
308.64,1,0.44282,0.49756,0.25904
308.65,1,0.43891,0.49071,0.26002
308.66,1,0.435,0.48387,0.26197
308.66,1,0.43109,0.47703,0.26393
308.67,1,0.42717,0.47019,0.26588
308.68,1,0.42229,0.46334,0.26784
308.69,1,0.41838,0.4565,0.26882
308.7,1,0.41642,0.44966,0.26882
308.7,1,0.41447,0.44184,0.26882
308.71,1,0.41349,0.435,0.26882
308.72,1,0.41251,0.42815,0.26979
308.73,1,0.41251,0.42131,0.27468
308.74,1,0.41251,0.41544,0.28543
308.74,1,0.41153,0.40958,0.30499
308.75,1,0.41056,0.40371,0.33431
308.76,1,0.41056,0.39883,0.37341
308.77,1,0.41056,0.39296,0.41447
308.78,1,0.41153,0.38807,0.45748
308.78,1,0.41349,0.38319,0.50929
308.79,1,0.41447,0.3783,0.565
308.8,1,0.41447,0.37341,0.61975
308.81,1,0.41447,0.3695,0.6696
308.82,1,0.41447,0.36461,0.71359
308.82,1,0.41447,0.3607,0.74976
308.83,0.99707,0.41349,0.35777,0.77713
308.84,0.99316,0.41251,0.35386,0.7957
308.85,0.96676,0.40958,0.34995,0.80841
308.86,0.93939,0.40762,0.34604,0.81329
308.86,0.90909,0.40567,0.34213,0.81232
308.87,0.87879,0.40371,0.33822,0.80743
308.88,0.84946,0.40176,0.33431,0.79863
308.89,0.82014,0.3998,0.3304,0.78788
308.9,0.79179,0.39785,0.32649,0.77419
308.9,0.76344,0.39687,0.32258,0.75953
308.91,0.73314,0.39589,0.31965,0.74291
308.92,0.70283,0.39492,0.31574,0.72727
308.93,0.67155,0.39589,0.31183,0.71163
308.94,0.64027,0.39785,0.30792,0.69599
308.94,0.6129,0.40274,0.30401,0.68133
308.95,0.58553,0.40958,0.3001,0.66667
308.96,0.56109,0.41838,0.29619,0.652
308.97,0.53763,0.42815,0.29228,0.64027
308.98,0.51613,0.44282,0.28935,0.62854
308.98,0.49462,0.46139,0.28446,0.61681
308.99,0.47507,0.48094,0.28055,0.60704
309,0.4565,0.49853,0.27468,0.59824
309.01,0.43988,0.51515,0.26979,0.58944
309.02,0.42424,0.52981,0.26393,0.58162
309.02,0.41056,0.54154,0.25806,0.5738
309.03,0.39785,0.5523,0.25122,0.56598
309.04,0.38612,0.55914,0.24536,0.55914
309.05,0.37537,0.565,0.23949,0.5523
309.06,0.36657,0.56794,0.23363,0.5435
309.06,0.35777,0.56891,0.22874,0.53568
309.07,0.34897,0.56794,0.22385,0.52688
309.08,0.34115,0.56598,0.21896,0.52004
309.09,0.33431,0.56305,0.21408,0.51222
309.1,0.32649,0.55718,0.20919,0.50244
309.1,0.31965,0.55034,0.2043,0.49267
309.11,0.31281,0.54252,0.20039,0.48387
309.12,0.30694,0.53372,0.1955,0.4741
309.13,0.3001,0.52395,0.19257,0.46432
309.14,0.29423,0.51222,0.18866,0.45455
309.14,0.28837,0.50147,0.18573,0.44184
309.15,0.2825,0.49365,0.1828,0.42913
309.16,0.27761,0.4868,0.18084,0.41935
309.17,0.27273,0.48192,0.17791,0.41251
309.18,0.26882,0.47703,0.17595,0.40665
309.18,0.26491,0.47312,0.174,0.40078
309.19,0.26197,0.47116,0.17204,0.39589
309.2,0.25904,0.47019,0.17009,0.39003
309.21,0.25709,0.46921,0.16911,0.38514
309.22,0.25513,0.46725,0.16813,0.38123
309.22,0.25318,0.4653,0.16813,0.37732
309.23,0.25415,0.46334,0.16716,0.37341
309.24,0.25513,0.45943,0.16716,0.37048
309.25,0.25709,0.45552,0.16716,0.36559
309.26,0.26002,0.45161,0.16716,0.36168
309.26,0.26295,0.44673,0.16813,0.35679
309.27,0.26588,0.44477,0.16813,0.35386
309.28,0.26882,0.44184,0.16911,0.35093
309.29,0.27175,0.43891,0.16911,0.348
309.3,0.27664,0.43695,0.17009,0.34506
309.3,0.28152,0.43402,0.17107,0.34311
309.31,0.28739,0.43206,0.17204,0.34018
309.32,0.29423,0.42913,0.17204,0.33822
309.33,0.3001,0.4262,0.17302,0.33627
309.34,0.30694,0.42131,0.174,0.33431
309.34,0.31378,0.4174,0.174,0.33236
309.35,0.32063,0.41447,0.174,0.32942
309.36,0.32747,0.41349,0.174,0.32649
309.37,0.33333,0.41349,0.174,0.32356
309.38,0.3392,0.41349,0.174,0.3216
309.38,0.34604,0.41349,0.174,0.32063
309.39,0.35093,0.41349,0.17302,0.31867
309.4,0.35679,0.41349,0.17302,0.31769
309.41,0.36168,0.41349,0.17204,0.31672
309.42,0.36755,0.41349,0.17107,0.31476
309.42,0.37146,0.41447,0.17107,0.31378
309.43,0.37537,0.41447,0.17107,0.31085
309.44,0.3783,0.41447,0.17009,0.3089
309.45,0.38123,0.41447,0.17009,0.30694
309.46,0.38221,0.41447,0.17107,0.30596
309.46,0.38221,0.41447,0.17107,0.30401
309.47,0.38123,0.41349,0.17107,0.30401
309.48,0.37928,0.41349,0.17204,0.30303
309.49,0.37634,0.41447,0.17302,0.30205
309.5,0.37243,0.41447,0.174,0.3001
309.5,0.36755,0.41447,0.17498,0.29814
309.51,0.36266,0.41447,0.17693,0.29619
309.52,0.35679,0.41447,0.17889,0.29423
309.53,0.35191,0.41447,0.17986,0.29423
309.54,0.34506,0.41447,0.18182,0.29619
309.54,0.3392,0.41349,0.1828,0.30205
309.55,0.3304,0.41251,0.18475,0.31378
309.56,0.3216,0.41056,0.18671,0.33138
309.57,0.31085,0.40958,0.18866,0.35191
309.58,0.30108,0.41056,0.19062,0.37439
309.58,0.2913,0.41153,0.19257,0.40567
309.59,0.2825,0.41544,0.19453,0.44086
309.6,0.2737,0.42229,0.19648,0.47898
309.61,0.26588,0.43402,0.19746,0.51613
309.62,0.25709,0.44966,0.19941,0.55132
309.62,0.24829,0.46823,0.20039,0.58358
309.63,0.23851,0.48974,0.20235,0.61095
309.64,0.22972,0.51124,0.20332,0.63441
309.65,0.22092,0.53568,0.2043,0.652
309.66,0.2131,0.56305,0.2043,0.66471
309.66,0.20528,0.58358,0.20528,0.67253
309.67,0.19746,0.59726,0.20528,0.67546
309.68,0.19062,0.60997,0.20528,0.67546
309.69,0.18475,0.61975,0.20528,0.67253
309.7,0.17986,0.62659,0.20528,0.66667
309.7,0.17498,0.63148,0.20626,0.65885
309.71,0.17009,0.63343,0.20626,0.64907
309.72,0.16618,0.63441,0.20626,0.63832
309.73,0.16227,0.63539,0.20626,0.62659
309.74,0.15836,0.63343,0.20528,0.61486
309.74,0.15445,0.6305,0.20528,0.60215
309.75,0.15152,0.62561,0.2043,0.59042
309.76,0.14858,0.62072,0.20332,0.57869
309.77,0.14565,0.61388,0.20235,0.56794
309.78,0.14272,0.60606,0.20137,0.55718
309.78,0.13881,0.59726,0.19941,0.54643
309.79,0.13392,0.58456,0.19844,0.5347
309.8,0.13001,0.57185,0.1955,0.52395
309.81,0.1261,0.55718,0.19355,0.5132
309.82,0.12219,0.5435,0.19159,0.50342
309.82,0.11828,0.52981,0.18866,0.49462
